id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
4TIJ7zSBNejpoIPaWpWRKc,0.53,0.864,-4.948,0.061,0.000753,0.000459,0.354,0.484,166.312,288533,4
5MKYnizdhDDik45mEncVXu,0.703,0.336,-15.422,0.334,0.0937,0.0258,0.0447,0.712,73.911,310707,8
2C7V873vI6fomP10lVwcfm,0.83,0.467,-10.936,0.0953,0.0551,1.64e-05,0.0662,0.837,140.569,198440,1
21BiCaMzG9Lfs0Pj5ItwX0,0.777,0.402,-9.378,0.156,0.00953,0.000848,0.0973,0.634,73.412,200800,8
6O4FoKdYi42CFjfd0MM04n,0.637,0.612,-7.298,0.0661,0.0314,0.000326,0.155,0.711,76.295,191160,5
4o6ZuLYr04LqFQNiSGVK4u,0.664,0.687,-6.172,0.173,0.00659,0.0,0.135,0.525,86.348,258653,9
5Wwr2S7QZTR5PVJn6jhgdk,0.758,0.786,-4.897,0.108,0.156,0.0,0.0658,0.786,83.495,234587,5
43CAMHDrAVA3nJP2zgKJDI,0.683,0.724,-4.436,0.0988,0.0909,0.0,0.339,0.741,80.932,208467,5
5LyfiK6iXEIBNEtcaGKohl,0.935,0.479,-10.981,0.306,0.107,5.25e-05,0.118,0.773,123.644,211000,8
1QtWWUzwEGwpJlDRmpOSEg,0.605,0.641,-8.291,0.0446,0.0503,0.0,0.121,0.972,146.84,177440,5
75FYqcxt1YEAtqDLrOeIJn,0.826,0.49,-10.477,0.0676,0.00916,4.41e-06,0.0415,0.627,74.126,180267,1
389R9arpxdfl0JA450Qn9m,0.711,0.433,-12.042,0.0611,0.471,0.00426,0.12,0.934,87.527,201267,1
452CB7U24P2K6HiBS4PRY4,0.587,0.446,-9.388,0.0648,0.547,0.0,0.09,0.753,177.943,187107,1
155vJ1VsYZ87Gldi1gNss8,0.775,0.652,-7.881,0.0583,0.149,0.18,0.0458,0.671,137.866,255800,5
0GGPUysb8GpCG76dQH63te,0.825,0.433,-13.085,0.337,0.0585,0.0,0.0618,0.687,127.686,200960,8
1TBjuwSsm731S048oMDehz,0.846,0.543,-8.244,0.188,0.113,1.49e-05,0.0849,0.772,80.812,166213,8
7vCEPLGrLHqBHyRPPsweYY,0.782,0.386,-15.443,0.0302,0.0184,0.0,0.0525,0.904,105.849,195558,1
36aH0Y3Zy5jCRpVLvbXBL7,0.703,0.355,-7.761,0.16,0.204,9.82e-06,0.0642,0.638,159.104,190760,0
7w995RX3iGe8h2wmvDEa8u,0.738,0.717,-8.788,0.0458,0.543,0.0275,0.136,0.961,104.525,166480,1
41Z1gnggllzvu7qOWTaSTE,0.743,0.443,-11.808,0.0878,0.049,1.25e-05,0.131,0.467,84.159,175027,9
1LQaNLmuB7CoCw4AbSIK54,0.82,0.487,-7.968,0.0519,0.0647,0.00112,0.104,0.713,98.141,136347,1
5uxBt9ZluGjgdVGj8oXkiX,0.958,0.569,-7.895,0.0713,0.104,0.169,0.0778,0.966,122.08,232667,1
29E5CC1KBt7BwBFCN7hVqH,0.852,0.44,-11.456,0.0747,0.761,0.157,0.102,0.964,135.399,155387,1
20y4i5i8JBwrlre86Om8W9,0.772,0.406,-6.347,0.24,0.81,0.00966,0.075,0.497,88.14,109947,8
7gYWCaKeuAJKhGiauRrFsj,0.816,0.522,-7.697,0.219,0.756,0.0,0.205,0.869,98.703,234080,1
5tn8ftoAruutNf8AqoSWHv,0.731,0.621,-8.026,0.0519,0.0379,0.000777,0.119,0.936,76.124,150253,1
5HiTmpnvgLnofi31wuG0EA,0.851,0.267,-16.025,0.0847,0.676,0.00828,0.0442,0.824,83.444,188414,1
7p5t7svNy4ER18lmLd47gt,0.87,0.449,-9.106,0.0501,0.304,0.0,0.11,0.934,89.662,151253,1
6UP58GoB80kzAX6eowFj3M,0.937,0.512,-8.431,0.0986,0.569,0.0134,0.24,0.965,115.18,189760,1
3r1b96elp29kgVq4fHCsC2,0.946,0.557,-7.522,0.0544,0.212,5.58e-05,0.0246,0.968,111.721,118387,1
5lIIQj7ZGpqa6qaZ5Pgc5O,0.673,0.665,-6.794,0.101,0.194,4.17e-06,0.355,0.908,101.86,137427,5
4mE0swmToqH3VTxczrriGJ,0.633,0.313,-12.29,0.0566,0.798,0.0,0.205,0.62,155.445,195440,3
3CCm37PRX6o0SAzgzR2WiD,0.811,0.482,-10.099,0.0479,0.235,0.000915,0.12,0.922,116.544,197987,1
3t3ef0BO5oPbaeYUJsxGWW,0.703,0.661,-7.255,0.0503,0.366,3.38e-05,0.23,0.915,109.444,205680,5
0Fx1OZsFHjFMVNoZVa5YHV,0.54,0.7,-8.992,0.103,0.0353,0.0,0.153,0.809,80.046,188467,5
2UFkQ2jhMnp2NuWqFSC023,0.872,0.622,-7.329,0.0448,0.186,3.05e-06,0.154,0.95,141.295,216787,5
028ARUhVE9NpsVPX8V1WWy,0.77,0.418,-7.834,0.133,0.574,3.42e-06,0.0861,0.93,83.041,151133,1
0ST6B44PZWbEKlNYJcSaAn,0.555,0.308,-15.024,0.129,0.374,0.581,0.205,0.6,179.924,161200,10
4NR2wBGHCFb0ryfw51BKK8,0.913,0.84,-9.777,0.181,0.48,0.000165,0.0653,0.939,111.971,144840,1
6bvbc4422kioQ00SVNMwCr,0.862,0.568,-8.617,0.12,0.752,0.0,0.0702,0.881,92.737,158760,1
34nNIDXjXDkaSghgY8XJTF,0.715,0.578,-7.54,0.102,0.00354,9.59e-05,0.301,0.918,74.349,163920,5
4lEMaKJGOLL1f0QdJMTUza,0.771,0.398,-11.013,0.206,0.287,2.35e-06,0.129,0.652,85.693,153360,8
1j6a7sbu9NvsZUJtHFyj7K,0.863,0.577,-10.523,0.366,0.0899,0.000584,0.177,0.961,97.083,136221,8
0FQdjip13LhPA4CFK9cOwR,0.664,0.494,-9.874,0.0445,0.0389,0.00383,0.143,0.48,84.128,149760,9
4oQqhPHN4Q8QeKZYrjRNKr,0.645,0.565,-8.365,0.0748,0.773,1.66e-06,0.1,0.801,92.771,203182,1
4t5V4BI03aLxsT7mp7vBMu,0.838,0.51,-8.524,0.123,0.332,2.16e-05,0.0678,0.819,146.601,158227,1
6FjQMNFRwyedMWtGjaWmvl,0.854,0.652,-8.467,0.0571,0.583,8.77e-05,0.131,0.948,128.04,175280,1
55ycfO5gPho2ds0IudKQGK,0.854,0.38,-16.803,0.316,0.544,0.223,0.066,0.777,81.731,190653,8
4PKri4OX2AB2RXj95Y9ZgB,0.779,0.533,-14.152,0.0535,0.272,0.159,0.13,0.944,142.495,211467,1
2OW7O0i5KH33BUiDod0gve,0.796,0.526,-10.325,0.369,0.597,2.12e-06,0.076,0.905,150.439,222440,0
1XFESCoXEeL60F1KuzYee8,0.827,0.636,-8.907,0.113,0.565,0.0,0.293,0.945,73.887,117373,1
3Zm42u5pi7fZVT8IZlUBjk,0.665,0.512,-7.967,0.0871,0.555,0.0763,0.278,0.612,139.41,150907,1
64YvaxRkeT672OYXba28nE,0.709,0.498,-10.026,0.298,0.424,1.36e-05,0.103,0.664,86.441,195292,8
0e0FpjVh20tBrnHt3rekG0,0.763,0.521,-11.169,0.0431,0.223,0.0,0.254,0.972,131.182,156547,1
1Ef5iG4lKhb33gonndqvkp,0.759,0.393,-14.697,0.24,0.252,0.122,0.105,0.466,81.375,195285,8
5E8rGBEtO1erEnOjpmaT39,0.79,0.529,-7.741,0.391,0.531,0.0177,0.145,0.966,76.124,131640,8
1m5aQKPW5KaQa9kWrtGOx7,0.814,0.445,-9.974,0.035,0.513,0.00136,0.099,0.962,105.344,180920,1
4nmxuQs4WVenP0Kk83xtxh,0.675,0.541,-9.14,0.0456,0.475,0.00144,0.165,0.887,104.512,158800,1
4AZ3e2OdN8kWk0q5oVF3dl,0.867,0.401,-9.49,0.255,0.408,0.743,0.072,0.49,81.125,179293,10
6Kc2RjSw2HXKNU2BZRlniN,0.924,0.484,-8.96,0.205,0.0166,4.31e-05,0.0764,0.96,123.37,166787,1
20Pv33mbJKBMUURzMpLr3p,0.772,0.689,-9.329,0.197,0.522,0.0149,0.101,0.949,139.805,174219,1
6El7fcz3FF1JbEPAwbsBJu,0.73,0.567,-7.121,0.144,0.52,0.00164,0.063,0.804,87.684,190893,1
4E4WIb8yqs5jHMVAaVIOfc,0.846,0.516,-6.334,0.379,0.141,0.00209,0.0724,0.799,76.062,152773,8
08bRUmisdtmcWvt4Gr6hnD,0.872,0.516,-10.467,0.0587,0.268,0.00425,0.218,0.961,110.979,106800,1
7KGxXt2w2MPLZmcfAQrGKq,0.821,0.51,-12.768,0.0506,0.439,0.00695,0.0767,0.978,121.627,172773,1
2ndv4sCWLXakWkpagG2CqH,0.75,0.463,-9.519,0.0335,0.211,8.65e-06,0.0971,0.962,100.101,252467,1
0Dqao6FoNVAv0UOllI0b0d,0.607,0.475,-9.248,0.0361,0.65,0.000655,0.141,0.882,100.534,146280,1
40VWRV2m76Ra1nMwOPxSBZ,0.883,0.554,-7.572,0.0478,0.506,0.000147,0.24,0.985,123.138,192387,1
3txMcReRByvnyTr8HTirMI,0.936,0.499,-10.853,0.318,0.367,0.00459,0.0832,0.961,132.219,134733,8
6jNKJ3tW2MOApL3cYMSj4L,0.786,0.6,-5.54,0.194,0.324,2.61e-05,0.0612,0.864,147.225,154253,0
00F7KL6HIWNJNfQwszn7uI,0.9,0.675,-8.139,0.0896,0.139,0.465,0.195,0.437,108.666,171053,10
5Tx4LTzQIYIJFMdzONWjcJ,0.633,0.436,-6.13,0.24,0.777,4.04e-05,0.0671,0.914,158.987,121093,1
0qb0IWHeAUSzAINvtg853t,0.73,0.404,-9.03,0.0371,0.228,0.000388,0.251,0.734,120.907,198960,1
6qDLGV4JSQ2vwjdBNjxoHX,0.793,0.626,-7.968,0.0387,0.0167,0.000704,0.0698,0.64,125.9,156760,5
3mX9OqJiqLFTakCk1WrzG2,0.893,0.442,-14.298,0.109,0.264,0.0,0.117,0.969,145.199,149973,1
5KYdwJCvwGsAeTwUJn8ZIe,0.727,0.443,-8.943,0.086,0.294,0.000316,0.169,0.709,108.502,169200,1
6p23ND9fHO5zPyLYL3OJ8H,0.805,0.419,-9.273,0.0919,0.474,0.00103,0.292,0.851,99.831,201293,1
20WM9L3FvTpQdJudUgxRXk,0.773,0.484,-9.653,0.27,0.705,0.0,0.166,0.934,128.691,136185,1
7lg50PPjR4ae8VaSXWp46z,0.938,0.496,-8.217,0.0445,0.569,0.000804,0.0452,0.844,107.438,177307,1
3FEEfb772gpjK2J7GUsEb8,0.736,0.442,-13.887,0.0569,0.141,0.0308,0.102,0.945,147.054,222667,1
2Wv7ETWvaAmsQT2hk0Hk76,0.858,0.473,-10.158,0.0411,0.121,0.000376,0.0855,0.93,105.114,163827,1
2pkdn2EnKnjzpoK5YPvlbt,0.909,0.454,-9.122,0.16,0.797,0.000802,0.0998,0.798,133.364,174840,1
3psNhzVGVWbCu1tpS5ITEP,0.644,0.537,-7.288,0.0277,0.016,2.62e-05,0.174,0.964,129.745,187400,5
0GaBEO2qlE1ONCfQI1jI7q,0.851,0.384,-12.109,0.0916,0.414,0.00257,0.0905,0.707,85.458,172453,1
1D9puj0iQTCtCSq7tmgWyu,0.534,0.572,-7.343,0.0354,0.0302,5.69e-06,0.101,0.422,110.717,155627,9
7L5sy94KcLmkDcxcGbuzrC,0.512,0.532,-7.232,0.0251,0.0783,5.3e-06,0.103,0.794,106.479,176347,5
6zN1eYnMZ80UHV3MLmHilT,0.893,0.544,-9.232,0.0381,0.439,0.000794,0.0485,0.967,108.761,244640,1
0ee3Dr3rH7NSxOVcmlbsHJ,0.9,0.732,-7.659,0.0686,0.0113,0.000445,0.0445,0.962,138.83,209453,5
2GaIku5Q5PRguR8OdpHJXD,0.661,0.591,-7.297,0.15,0.144,0.00232,0.139,0.932,121.881,200733,5
3R85E9l94NyQwqcEZcqnPv,0.82,0.603,-8.566,0.113,0.152,0.0,0.359,0.822,79.513,311133,5
4uOKFydzAejjSFqYbv1XPt,0.857,0.468,-8.53,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,183733,1
1G88BbuMts7HC0nHGoHmhv,0.707,0.525,-7.356,0.302,0.017,0.000162,0.0771,0.476,200.753,247467,0
3VXtRTAn8RyKM5qTa5Tazi,0.708,0.661,-8.907,0.0386,0.18,0.0808,0.125,0.933,168.154,254453,5
2WoKCEasaj7751MbvYeEcx,0.632,0.757,-8.665,0.313,0.000635,0.0,0.102,0.89,169.943,225333,0
11nF2K1iXn9Ettln1Nc29b,0.667,0.833,-8.788,0.0356,0.00747,0.00913,0.211,0.885,155.005,275320,5
7BECNKQnIHCREUGA0Zty7g,0.654,0.612,-7.371,0.0469,0.485,4.08e-05,0.067,0.658,124.208,161560,1
11hTfTUePHgMu4VpaNZ3Ir,0.897,0.685,-8.763,0.198,0.00403,0.0,0.0931,0.691,93.957,242827,8
4xJqi0uHh629XvW7WlKRxZ,0.844,0.835,-8.715,0.0593,0.0304,0.0119,0.105,0.895,91.559,228920,5
2rbhnnqBoizShumb5Ul8oR,0.713,0.685,-8.663,0.142,0.0115,2.19e-05,0.122,0.685,172.957,338453,0
4B6mG7n0BxvasblplYkgV5,0.799,0.642,-7.889,0.129,0.138,0.0,0.0689,0.838,93.04,295533,5
0sgx4UjoIrLB8rFURf3tIr,0.881,0.553,-7.376,0.0487,0.075,0.0,0.0639,0.835,99.022,225093,1
3CATV9Xarrz4sK5Audiq6r,0.609,0.784,-8.865,0.0831,0.121,0.00281,0.421,0.91,155.556,240333,7
1S0ByRYztydxw1l4FEv0H4,0.819,0.382,-10.301,0.0752,0.0992,0.411,0.0846,0.195,131.901,177373,9
2CFxgaypHjxdYWgfGFoDs0,0.777,0.418,-8.084,0.112,0.137,0.011,0.263,0.606,73.283,173560,9
37UsDnU8CMBbZ1bV1WZAkz,0.902,0.568,-9.344,0.107,0.0992,0.00703,0.122,0.734,130.303,185533,1
7EKP7Qa6F4GKtxxnlLLxnV,0.657,0.457,-6.29,0.0552,0.052,0.000172,0.112,0.26,77.88,260893,9
208LH3OhnvwWjS5CYLi4Tu,0.745,0.49,-9.007,0.215,6.3e-05,2.76e-05,0.144,0.829,143.356,178427,0
1m8km5zdC0WDsdwKnCZ6sa,0.593,0.687,-9.858,0.0426,1.95e-05,0.0,0.0801,0.588,145.466,269133,4
7z9tKI5lpgMmvEsVpchGiz,0.851,0.603,-8.436,0.049,8.39e-05,0.0,0.115,0.89,125.243,227480,5
0kEwYCc9znHQObgdUh6dGl,0.762,0.6,-7.992,0.0351,0.00257,0.000461,0.276,0.827,143.216,193520,5
0qQspNKsu9bkU6SsqE8WlZ,0.787,0.654,-10.176,0.0567,0.446,0.811,0.133,0.895,92.373,187747,10
1fsp1ZvQ6F5nf8Ut5TBtAX,0.938,0.633,-9.661,0.11,0.146,2.21e-05,0.0487,0.43,121.845,168947,9
2jPPgh86mHf4bpOEImL43D,0.927,0.343,-11.236,0.125,0.0558,0.28,0.125,0.941,107.465,154360,1
4UjAUBivCvCFc5La3N4FS2,0.63,0.544,-8.355,0.0661,0.0682,0.0403,0.147,0.707,75.424,153320,1
4A4ZnYm48DkalkEs6FzeYq,0.781,0.667,-7.047,0.0539,0.764,0.6,0.261,0.826,128.413,152080,10
6pY3iDQ1w3e9iYU3S6eZYp,0.769,0.807,-5.639,0.0629,0.17,0.649,0.344,0.896,132.165,183360,10
58iAnoublg2Xhnqj0uVBtD,0.703,0.525,-7.988,0.0913,0.00988,0.117,0.12,0.942,149.112,156747,5
5xY9cBSbw8AqfjET2v2wmK,0.7,0.591,-6.037,0.175,0.0738,0.0,0.054,0.848,125.88,180933,5
1olSpPwEMoBafhP4xXGA6Q,0.71,0.395,-10.232,0.17,0.00209,0.877,0.133,0.724,150.064,155667,10
5l1w4vYo1UJSauY3Sh5Dxi,0.634,0.472,-9.198,0.0498,0.141,0.0,0.143,0.709,76.757,225493,1
0zks1idFKPaGpTItkwXF8l,0.724,0.54,-8.867,0.0534,0.00333,2.49e-05,0.0768,0.813,138.272,231093,5
4GUCioRTxUL5ooTurwWd73,0.608,0.551,-9.272,0.0467,0.242,0.00259,0.226,0.936,79.215,185640,1
6iZR9QYgzGUbuwuznpU5KA,0.784,0.583,-6.936,0.0994,0.209,0.0,0.0835,0.884,145.477,185720,5
5ppySBXXkUzmr1jplNTWOC,0.734,0.519,-8.966,0.0416,0.0904,0.171,0.369,0.851,121.458,208360,1
6WNT9qmTeBBXl9VpN9UCgE,0.761,0.439,-10.126,0.129,0.3,1.27e-05,0.0944,0.769,166.412,155893,1
2Ra3VriA8iiCDDXbR3AN2X,0.786,0.487,-9.343,0.0523,0.0127,0.0,0.124,0.679,76.957,205627,1
2p2kH4FCxWy0OSkaIuz7an,0.636,0.516,-8.269,0.243,0.565,0.00454,0.122,0.671,172.533,185040,0
0AlW6XHtvPH5aG137WGMs1,0.705,0.567,-8.973,0.0376,0.0847,0.213,0.101,0.713,95.378,195773,1
2VFyBA1wpU5a4KgZayr1rK,0.771,0.581,-9.25,0.0719,0.0573,2.14e-05,0.0758,0.834,100.065,266987,1
1BIXp9KalUDVgsN9xqfcNe,0.714,0.768,-8.1,0.0653,0.171,0.0,0.15,0.871,82.403,183853,5
1mS95GjtVbZM0rIDjsOVW3,0.642,0.521,-7.53,0.0294,0.286,1.74e-05,0.275,0.955,116.381,186813,1
5vWscUwJJSsIvKR0YJa8cV,0.759,0.654,-8.462,0.0523,0.134,0.234,0.113,0.664,95.544,172947,1
0sGVA4yzcmscn32zW7rcr3,0.848,0.608,-8.202,0.328,0.481,9.99e-05,0.109,0.923,91.712,197213,8
0fzHYp3K1F1JKyQJM3Xy21,0.748,0.589,-7.605,0.0381,0.91,0.791,0.15,0.914,89.306,133240,10
4ssB1yrcmRaNabJQC39DTM,0.773,0.505,-7.373,0.0452,0.274,0.000749,0.0854,0.921,110.364,144333,1
7qKTh0SeTxq5GECRoCMQcV,0.902,0.716,-7.786,0.115,0.43,0.164,0.144,0.934,118.444,190067,1
0gyszXQXBJ73GUAhMmnSwM,0.707,0.465,-9.283,0.04,0.0165,0.0,0.108,0.897,121.845,165547,1
62CusNc8LLpl2AWgYJvYMw,0.829,0.633,-9.561,0.212,0.15,0.0164,0.0861,0.794,87.767,170293,8
66QT68qxiBNyA7b95ur5Bm,0.714,0.67,-7.797,0.0562,0.104,0.0021,0.277,0.736,94.092,232040,5
5WUAZZPnLetCOjdgTaHnLp,0.771,0.775,-6.454,0.0405,0.241,0.00591,0.104,0.824,117.959,204213,5
4mPd1gJhgcYFRSJyoYAxE8,0.766,0.525,-10.356,0.099,0.00839,0.0,0.055,0.864,122.448,231547,1
7HwXZSIKEqVEkVRarpUELt,0.878,0.395,-11.762,0.096,0.387,0.00338,0.312,0.932,120.288,204707,1
7vp89zcbYncoBCbX5HA3tZ,0.782,0.43,-14.285,0.363,0.175,0.000294,0.0603,0.89,72.339,166773,8
2XIr0KTybGQsC1SFfeaZhI,0.679,0.575,-8.037,0.0715,0.634,0.0,0.165,0.79,102.588,219907,1
7BfW1eoDh27W69nxsmRicb,0.929,0.463,-8.651,0.308,0.142,5.26e-06,0.0634,0.757,124.084,255840,8
5uPYEStMW3KsXnnLV7iCTw,0.749,0.849,-5.761,0.0544,0.0299,0.000168,0.115,0.959,145.169,244253,5
0bJ4nQojefjNpeuZNkiLrX,0.768,0.5,-9.455,0.0554,0.239,0.00202,0.0344,0.96,99.78,290200,1
5O4erNlJ74PIF6kGol1ZrC,0.916,0.72,-8.548,0.1,0.36,0.00016,0.0958,0.76,103.312,237000,1
0sDeU2murnLh4yVHQ5IV70,0.733,0.624,-9.849,0.0374,0.623,0.0,0.407,0.912,114.586,154907,1
3bOVMf0QlfxX736BbANe8W,0.835,0.472,-12.176,0.233,0.063,0.0,0.28,0.86,86.055,225733,8
34zWZOSpU2V1ab0PiZCcv4,0.886,0.522,-7.971,0.173,0.0477,0.00108,0.207,0.79,82.439,229160,8
7HXcSZsNnjm5HV49Rlk7n4,0.794,0.57,-7.753,0.0645,0.0197,0.014,0.104,0.575,143.977,267360,9
0fxjsll9jmmRgMFbwdp4Xg,0.839,0.233,-13.539,0.0413,0.745,0.747,0.105,0.777,125.597,194293,10
0t0F3Qyt3kKFU7rGxKa02t,0.718,0.341,-10.771,0.106,0.513,0.943,0.126,0.487,159.054,218693,10
4aCsgwFhbZ8CmYAotK7W2B,0.746,0.582,-6.283,0.0394,0.12,2.44e-05,0.0831,0.914,113.058,284387,5
3GCMoKi9KDq7UXmsClqfIQ,0.885,0.305,-15.75,0.429,0.0556,5.08e-05,0.0776,0.575,137.506,326373,8
4mSa4FTQnnlrSMkbHUdo7B,0.763,0.391,-10.074,0.0856,0.524,0.00034,0.287,0.675,83.755,199747,1
6gyKNejreOJfwfeQQ7fNVw,0.573,0.488,-10.892,0.164,0.109,0.0642,0.185,0.88,173.822,382773,6
5kHSFEtrXMjXnqSrgdg4bx,0.752,0.682,-7.425,0.178,0.244,0.00173,0.0842,0.778,77.966,219867,8
7lbl1Ki2GqaXenJlM4zvGh,0.806,0.29,-9.192,0.0438,0.231,0.0116,0.144,0.276,79.971,207653,9
2c4XeVg1yhog37K7Zkjups,0.886,0.825,-9.856,0.0389,0.105,0.00475,0.0939,0.952,103.023,252028,5
3jpZREysE0JZ0TiCCEew3H,0.709,0.733,-6.01,0.0372,0.251,6.72e-05,0.239,0.743,89.9,251610,5
2M1ixmKMIyYQmt0w8B3BdX,0.785,0.517,-9.163,0.0802,0.675,0.0116,0.384,0.802,74.488,182733,1
7IEaxDFdRJyEpKVYV6iAds,0.699,0.439,-9.65,0.212,0.284,5.52e-06,0.0609,0.725,176.685,201253,0
7ouKT7R4BgwvAtoyzR8gCc,0.637,0.549,-7.494,0.0567,0.159,1.45e-05,0.155,0.61,75.821,318107,9
0mD19MC6H0OzHvEUADHypU,0.683,0.653,-7.586,0.113,0.0326,8.42e-06,0.0578,0.501,143.224,219160,9
2Rrkgr8Kd0XGNbilwip6r8,0.755,0.831,-5.576,0.0304,0.233,1.77e-06,0.0891,0.892,93.022,218200,5
5uqqDha6xHfmP4Gu1VyYxd,0.636,0.423,-10.976,0.0671,0.339,0.465,0.108,0.881,112.657,176091,10
1YemGb3XEDUtAw2mDXgjmW,0.681,0.378,-10.386,0.0357,0.284,7.02e-06,0.125,0.426,90.722,249821,9
5zKlKlmfKl5xnALE2ZskEB,0.771,0.439,-5.835,0.1,0.974,0.000452,0.13,0.892,157.436,110088,1
0aJNqdKdmaRnegDDzOUelc,0.832,0.545,-8.55,0.0577,0.0426,0.000119,0.0748,0.888,91.995,241615,1
44Oy8VNAjajn6zT2BRUxzy,0.841,0.547,-8.69,0.0601,0.845,0.256,0.0704,0.844,112.852,167600,1
2zOtovzvUDmLziEnXYtXZg,0.822,0.616,-5.509,0.181,0.249,1.07e-05,0.107,0.665,83.689,203093,8
1YAXrOLk7EGfv1tlSnGOqi,0.739,0.758,-6.418,0.103,0.405,5.18e-05,0.0808,0.787,92.878,280960,5
4JOhRev1re0tKTIDUiHWOn,0.866,0.544,-10.88,0.0614,0.351,0.683,0.055,0.967,124.182,175360,10
1Oeey02HNBNBirWvHstVS2,0.857,0.786,-9.549,0.0387,0.374,0.955,0.0547,0.818,128.45,145933,10
7vEUzhrht7OqeF4FcNyAbx,0.55,0.36,-9.834,0.0439,0.427,0.00257,0.0806,0.876,198.296,153787,1
1ZvUYUE6MLTmvYz8n3Z9VR,0.711,0.487,-10.213,0.055,0.566,0.00074,0.0702,0.941,157.823,165853,1
2BypO3o5BRKYkID98UQDQY,0.329,0.358,-11.556,0.0364,0.244,0.00132,0.117,0.929,203.555,153467,4
2F38h0l6HlhwfF4SCkcsIi,0.738,0.348,-11.583,0.142,0.638,0.00138,0.108,0.96,103.428,166600,1
684eWRwlJWEAhOZnirWcEL,0.885,0.288,-12.101,0.0719,0.721,0.0,0.112,0.924,96.354,168040,1
45AoBvEZ7pAougubnpaBQE,0.928,0.228,-16.683,0.118,0.365,0.0,0.0672,0.962,98.768,180160,1
4cHPVNePXgjzknHxty1VQi,0.775,0.403,-8.856,0.223,0.667,8.93e-06,0.148,0.614,86.283,160307,8
6KGW4kHrDGsDvyUTDduRuW,0.838,0.347,-13.358,0.0516,0.52,2.74e-05,0.149,0.81,91.071,148893,1
2RvMpOxSYXbOrrlCATGbs2,0.683,0.387,-11.362,0.0816,0.661,0.000981,0.139,0.307,151.921,201707,3
4tawIo5zC9yIaX63JKeD5f,0.676,0.315,-11.673,0.0402,0.338,0.044,0.0821,0.536,85.086,212600,1
4y8vOLeFZGHSeG6yJOKGbW,0.751,0.29,-9.524,0.161,0.901,0.000103,0.138,0.876,171.645,167520,1
2owTznrjP8EU6RWWtRwh1p,0.708,0.279,-10.658,0.0381,0.661,0.00112,0.0992,0.749,82.093,172933,1
1t1n7aB3m6GbuUyh0hMTLl,0.797,0.413,-9.769,0.0549,0.294,0.386,0.0716,0.812,93.169,166813,1
7egILYPRuh0cJASXYSMDiO,0.625,0.568,-10.095,0.0437,0.761,0.364,0.0541,0.758,78.147,197160,1
443VQIhCLNhVnQlQqHgIOM,0.81,0.435,-10.384,0.0351,0.305,0.000702,0.109,0.826,84.686,198720,1
2hTRr2UxDJmHYXXgW89Mhx,0.571,0.371,-9.799,0.0348,0.321,0.00022,0.0583,0.789,176.814,217013,1
5pcn42rKqM1RqI2VAERxwA,0.656,0.414,-11.143,0.0451,0.279,0.00919,0.221,0.566,85.461,208120,1
04ZaKWF8eYEsVhO8mNxvhB,0.767,0.225,-19.188,0.0359,0.601,0.106,0.108,0.733,81.156,200387,1
44Sqr0Wf8UIY4F4bHxRkmN,0.806,0.395,-6.903,0.0516,0.552,0.000837,0.118,0.947,87.795,146672,1
0bhm8fwHLh1OQlvL1ey71e,0.748,0.602,-3.589,0.0421,0.405,0.00368,0.283,0.912,80.395,191883,5
1RU0noHNSNBBgZAarFLYvy,0.872,0.456,-7.723,0.0659,0.61,0.273,0.081,0.638,78.199,185893,1
5p0zSEdyC59aCOd7sFYjg4,0.847,0.373,-10.905,0.118,0.35,0.00183,0.277,0.601,77.487,159947,1
1Xh9pzwK8pUpDIXVC1AbR9,0.837,0.372,-14.901,0.0505,0.567,0.858,0.186,0.895,162.928,150869,10
4v6iaARbqmHtyaiP7wazRr,0.761,0.614,-6.786,0.114,0.69,0.000896,0.0776,0.904,164.299,165067,1
2XTSni6joC6dtqry69nXwH,0.742,0.435,-9.162,0.124,0.42,7.32e-06,0.0924,0.625,83.355,153213,1
0KHN2kDPcVdhMPV0RVHiRU,0.593,0.367,-6.987,0.0428,0.162,0.878,0.202,0.905,170.846,201213,10
1PmPNcT7oxjTcL60w8ZF9b,0.627,0.447,-9.159,0.22,0.227,0.23,0.26,0.814,156.456,130667,0
50wl4ceK1FASG2rGkkp2fT,0.667,0.397,-10.929,0.0453,0.868,0.00615,0.0786,0.899,167.825,158760,1
2k39ES8EcOY3IeEOzsdAb4,0.666,0.706,-6.556,0.144,0.483,0.734,0.162,0.854,168.964,156720,10
0Hu8gNKjd1WJRY3BFp8Vf7,0.781,0.481,-7.879,0.054,0.212,0.0,0.181,0.597,71.283,152040,1
3X6b40Xr4zxbyLatxilx6T,0.795,0.519,-9.514,0.0357,0.137,0.808,0.126,0.945,154.948,149453,10
1lUhuX9dXk4U1xSsx4p74z,0.864,0.528,-8.645,0.106,0.376,0.776,0.31,0.81,121.753,183577,10
04cCYxaUC2LObYVTGlRYBX,0.816,0.523,-9.937,0.0586,0.618,0.411,0.0681,0.949,125.723,163538,1
1TnIDb52hYg5P5kHLUyTqX,0.903,0.696,-6.896,0.13,0.729,0.728,0.0545,0.902,106.268,175000,10
423hwXFgoN8RYmqLoLuVvY,0.655,0.675,-9.352,0.0599,0.272,0.0236,0.727,0.587,77.589,427800,7
