id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
4DQttwipnILl88cru3BRZx,0.824,0.366,-10.96,0.145,0.039,0.106,0.0403,0.895,73.949,249533,1
1dZxI6OuzwJ283y3gOU1Kq,0.399,0.212,-16.03,0.0747,0.7,0.000434,0.116,0.149,137.76,164067,3
0czsQ1YOT71kdVfyFoTy3U,0.707,0.716,-8.962,0.0879,0.057,4.25e-06,0.36,0.966,154.118,222600,5
26PwuMotZqcczKLHi4Htz3,0.671,0.256,-10.743,0.0387,0.608,0.0,0.0737,0.694,115.871,233560,1
7LOAChK8Lkj8ZdF1LuhNWP,0.831,0.65,-4.508,0.0601,0.155,0.262,0.105,0.826,101.681,152867,5
4SNxXAQ8QMlxLhYVX7nuoE,0.888,0.521,-6.845,0.306,0.229,0.0,0.0794,0.962,143.879,154333,0
5Me6F9y6iArvYxyuP30m14,0.681,0.713,-6.736,0.105,0.0624,0.0,0.0565,0.893,73.618,290627,5
50QPOvKYebMWt8EBckwSyl,0.73,0.584,-7.441,0.0486,0.0238,0.0798,0.107,0.414,83.769,218680,9
54cMaPPTAoC57ZgnMTJKHM,0.913,0.427,-15.221,0.114,0.0275,1.66e-06,0.0767,0.804,118.028,322000,1
30ELPvO4DH57Rq2kgj7a8e,0.7,0.473,-9.893,0.0687,0.129,0.000891,0.0452,0.578,91.558,207000,1
4abVwdCy5QUcyI3KS2lMJK,0.586,0.663,-6.547,0.0825,0.161,0.0,0.198,0.693,170.743,217200,4
0INtJm8gCJKtNaAYQNVlpZ,0.811,0.428,-10.728,0.221,0.0122,0.317,0.344,0.653,80.962,277893,8
7ixiCZEHWHc8FxaQXQh2P4,0.722,0.605,-6.07,0.153,0.825,0.0178,0.248,0.709,165.998,196507,0
18GLelA5vVdzd9X7WGPmJ8,0.789,0.41,-10.662,0.0513,0.188,0.0,0.0855,0.931,146.439,155987,1
2YmuRtJSxhPRdslwoqBgE1,0.704,0.597,-8.192,0.037,0.686,0.000273,0.303,0.932,78.349,196280,1
70idjVtmzhvE1tXgHYEF2y,0.863,0.457,-11.445,0.0601,0.0105,0.000774,0.0978,0.382,73.724,230040,9
44L7aDHaRzb9pMWEZjSH8u,0.792,0.256,-12.525,0.191,0.229,0.548,0.35,0.563,87.774,177000,10
5xMGVCPC8fptCrhBGqeFxa,0.818,0.475,-11.088,0.17,0.367,9.14e-06,0.0524,0.724,78.496,181394,1
4czopM9AcLjrH4IunzRoBg,0.75,0.474,-10.641,0.243,0.0497,0.0013,0.0896,0.425,164.889,387307,0
4llIZen1Cn4mi3DJm2Lqlz,0.87,0.299,-13.409,0.248,0.122,0.0514,0.0926,0.933,75.895,317360,8
58Zt987fK6gWxtO0MwEzPn,0.772,0.46,-11.489,0.327,0.0279,2.21e-05,0.0633,0.8,78.786,256240,8
4qsHN0A1uiS4stUbDjlUbe,0.79,0.442,-14.09,0.0873,0.392,0.0,0.639,0.965,150.137,204223,7
1Pao4DTLMB4gJPTnqmLgSQ,0.895,0.571,-8.636,0.0501,0.208,0.0,0.0781,0.933,128.171,158893,1
1HGyhNaRUFEDBiVLbvtbL6,0.883,0.733,-9.153,0.128,0.161,0.00026,0.334,0.947,95.103,245000,5
0qeKzbUsW0V4ZWRJrHNiD3,0.781,0.722,-8.376,0.0667,0.236,0.000398,0.077,0.533,87.858,229375,9
6r9KZ2g5dXZXXLF6vOHnet,0.73,0.561,-12.851,0.203,0.0361,0.0473,0.0493,0.691,80.892,231733,8
1nsEptcDye2MUjMJQ1N5Rh,0.717,0.719,-3.166,0.0995,0.199,2.62e-06,0.195,0.766,84.623,259400,5
71zvW0WZ0bap9gphp7Jhgp,0.802,0.648,-9.228,0.184,0.35,3.99e-05,0.06,0.685,96.853,280600,8
2XsW8N3mMRD5blv4KGNHq6,0.932,0.359,-12.958,0.0944,0.0597,0.0,0.136,0.906,127.153,244110,1
1ViW8CWCiUff8iwlSpeI1r,0.737,0.504,-12.201,0.238,0.0143,0.0,0.0543,0.825,130.56,215027,8
57m9RMS9WpcWZFkMiP3yPV,0.833,0.502,-10.03,0.0996,0.607,0.0,0.109,0.877,130.144,273373,1
605ZHoLZx7PtQ8fXgvN10K,0.701,0.784,-7.212,0.204,0.128,0.0,0.0713,0.712,145.249,278872,0
0Qb8jMMKrJiq21YnT6EfeZ,0.842,0.562,-10.911,0.0995,0.0178,0.0263,0.0798,0.725,131.288,311293,1
6KGggJ08SRmMuJojRYM4Lv,0.825,0.62,-6.083,0.211,0.183,0.0,0.0822,0.744,150.243,206307,0
1SssFw74DdHVjRa6ADggdD,0.787,0.728,-7.705,0.218,0.0124,0.0,0.157,0.94,173.026,227067,0
1yxQwMLJIn5oBTOLl38GLL,0.865,0.549,-10.083,0.244,0.0845,0.156,0.081,0.616,142.8,233300,0
7578oiL9J6tFHXEjfCXFAS,0.855,0.602,-7.289,0.0595,0.376,0.0,0.167,0.81,77.514,235373,1
1YjBJlLZh4wwnfYZCr3jrE,0.826,0.508,-8.713,0.0798,0.148,0.0,0.124,0.91,81.564,247800,1
4g4BE9VeeQwPOvQ5sJTpj2,0.888,0.562,-6.684,0.0516,0.197,1.26e-05,0.077,0.842,126.792,225080,1
7056gVvC7P3PpltHgippd2,0.452,0.433,-9.189,0.0291,0.241,0.0,0.472,0.832,96.285,161973,7
01Lr5YepbgjXAWR9iOEyH1,0.772,0.413,-8.193,0.089,0.0361,0.0,0.111,0.211,131.965,246213,9
6gBFPUFcJLzWGx4lenP6h2,0.841,0.728,-3.37,0.0484,0.0847,0.0,0.149,0.43,130.049,243837,9
4Li2WHPkuyCdtmokzW2007,0.789,0.858,-5.542,0.311,0.127,0.0,0.349,0.775,140.022,219333,0
7GX5flRQZVHRAGd6B4TmDO,0.732,0.75,-6.366,0.231,0.00264,0.0,0.109,0.401,155.096,182707,0
7KXjTSCq5nL1LoYtL7XAwS,0.908,0.621,-6.638,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,177000,9
1bDbXMyjaUIooNwFE9wn0N,0.561,0.52,-9.342,0.244,0.0503,1.86e-06,0.355,0.424,153.15,239360,0
1e1JKLEDKP7hEQzJfNAgPl,0.791,0.582,-7.323,0.286,0.0114,0.0,0.35,0.443,162.991,181812,0
7ycWLEP1GsNjVvcjawXz3z,0.854,0.569,-8.151,0.106,0.0609,0.0816,0.1,0.294,80.015,205040,9
0FZ4Dmg8jJJAPJnvBIzD9z,0.861,0.603,-5.788,0.176,0.0521,0.0,0.0924,0.504,98.043,228760,8
0VgkVdmE4gld66l8iyGjgx,0.833,0.434,-8.795,0.431,0.0102,0.0219,0.165,0.281,150.062,204600,0
1ZAyjvIk9YiD76yYy0TEG6,0.876,0.519,-6.531,0.143,0.202,0.0,0.108,0.158,94.981,175230,9
2ZRo7axmMPeSVUvDbGkJah,0.592,0.457,-6.081,0.0603,0.661,0.000331,0.146,0.225,146.04,110886,9
7sO5G9EABYOXQKNPNiE9NR,0.88,0.428,-8.28,0.206,0.149,5.05e-05,0.114,0.333,100.007,172800,8
1wxwtRePHymW9YiTW3kwVr,0.914,0.37,-10.421,0.191,0.0516,0.0,0.0988,0.259,138.104,98325,9
1f5cbQtDrykjarZVrShaDI,0.839,0.81,-5.274,0.0568,0.501,0.0,0.117,0.814,129.014,209269,5
5WoBXa945fS87d083cSkrs,0.742,0.625,-7.183,0.291,0.224,0.0,0.107,0.328,148.265,142289,0
2UVbBKQOdFAekPTRsnkzcf,0.817,0.816,-5.402,0.269,0.00263,0.0,0.159,0.508,181.982,190288,0
78QR3Wp35dqAhFEc2qAGjE,0.897,0.662,-6.903,0.292,0.0852,0.0,0.534,0.389,112.511,145543,7
68Dni7IE4VyPkTOH9mRWHr,0.69,0.521,-8.492,0.339,0.324,0.0,0.0534,0.494,100.028,292799,8
0TzxcB6dK46vgXZT2P8qeR,0.746,0.873,-3.803,0.12,0.0244,0.0,0.356,0.816,148.075,222128,5
3QzAOrNlsabgbMwlZt7TAY,0.809,0.545,-6.678,0.0735,0.392,0.0,0.151,0.244,97.008,180435,9
5PTG6rrL6EPFD9E2QMI2pl,0.733,0.678,-7.771,0.438,0.121,0.0,0.344,0.841,175.985,142000,0
2eOFpvSiHZS9pLaait0vSz,0.705,0.808,-5.999,0.215,0.346,0.0,0.337,0.271,150.081,219013,0
0fX4oNGBWO3dSGUZcVdVV2,0.79,0.67,-5.527,0.105,0.377,2.32e-06,0.119,0.408,139.956,195950,9
3dpPfrdOs6gEL12XcT2X3j,0.747,0.712,-4.68,0.0539,0.057,0.0,0.0885,0.969,153.966,169296,5
5qHirGR7M9tdm6C17DlzSY,0.754,0.342,-8.677,0.0991,0.073,0.0,0.193,0.423,128.981,121347,9
7nc7mlSdWYeFom84zZ8Wr8,0.672,0.717,-7.476,0.226,0.103,0.0,0.398,0.473,157.905,180380,0
3F5CgOj3wFlRv51JsHbxhe,0.529,0.673,-4.711,0.175,0.000307,2.41e-06,0.093,0.366,165.921,218365,4
75lcPkAkUsKWHGBlGM476R,0.825,0.572,-6.067,0.0864,0.0079,0.0,0.113,0.568,141.991,175954,9
1rDQ4oMwGJI7B4tovsBOxc,0.905,0.563,-6.135,0.102,0.0254,9.71e-06,0.113,0.324,106.998,173948,9
2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,-3.714,0.222,0.00513,0.0,0.124,0.446,155.008,312820,0
2P0Si3pfikrrkpLLnrXaLR,0.711,0.611,-5.451,0.365,0.00582,0.0,0.23,0.143,134.111,252262,0
4wFjTWCunQFKtukqrNijEt,0.904,0.518,-5.32,0.183,0.0305,0.0,0.325,0.188,137.996,303077,9
5FkoSXiJPKTNyYgALRJFhD,0.83,0.564,-7.822,0.235,0.177,0.0,0.128,0.107,85.042,129882,9
4jTiyLlOJVJj3mCr7yfPQD,0.732,0.69,-4.992,0.134,0.291,0.0,0.116,0.758,143.072,206307,5
4KW1lqgSr8TKrvBII0Brf8,0.724,0.573,-4.113,0.0549,0.118,0.0,0.538,0.438,113.088,135920,7
7rvyVWja33WG9R97oeJAjx,0.74,0.488,-7.664,0.27,0.234,0.0,0.241,0.584,149.042,120133,0
29TPjc8wxfz4XMn21O7VsZ,0.785,0.903,-4.184,0.21,0.258,0.0,0.169,0.565,139.98,193234,0
2G1tXoGBaEMJ7FKGnkf6ud,0.8,0.578,-5.144,0.0485,0.00381,0.0,0.367,0.367,143.01,203161,9
1fewSx2d5KIZ04wsooEBOz,0.901,0.464,-9.789,0.0645,0.368,1.71e-05,0.238,0.638,109.004,203267,1
7fEoXCZTZFosUFvFQg1BmW,0.82,0.592,-7.002,0.29,0.0149,4.71e-06,0.121,0.4,159.98,196180,0
1tkg4EHVoqnhR6iFEXb60y,0.709,0.548,-8.493,0.353,0.65,1.59e-06,0.133,0.543,83.995,160000,8
3XOalgusokruzA5ZBA2Qcb,0.773,0.422,-4.572,0.187,0.00783,0.00693,0.129,0.488,77.502,136267,8
40iJIUlhi6renaREYGeIDS,0.666,0.465,-8.545,0.26,0.0503,0.0,0.215,0.292,167.937,291175,0
39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,-7.648,0.0514,0.233,0.0,0.157,0.28,129.979,165978,9
6iaSML1PIYq936g62BDtBq,0.623,0.692,-5.122,0.0504,0.328,0.0,0.153,0.566,79.899,240051,9
19gEmPjfqSZT0ulDRfjl0m,0.794,0.51,-7.314,0.42,0.0505,1.81e-06,0.0562,0.18,167.879,194561,0
2IRZnDFmlqMuOrYOLnZZyc,0.889,0.496,-6.365,0.0905,0.259,0.0,0.252,0.544,86.003,180522,9
4mHgYpuGHu99Mw69E83CP2,0.767,0.538,-6.044,0.052,0.68,0.0,0.192,0.343,81.031,121680,9
2BcMwX1MPV6ZHP4tUT9uq6,0.849,0.424,-9.579,0.324,0.0635,0.0,0.0834,0.153,145.887,242966,0
4dVpf9jZjcORqGTLUaeYj9,0.797,0.844,-5.482,0.275,0.0651,0.0,0.087,0.52,170.142,173600,0
3eekarcy7kvN4yt5ZFzltW,0.598,0.427,-8.764,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,9
5BJMeoCXXgbRAWfp6fTulr,0.894,0.511,-4.768,0.421,0.0251,0.0,0.14,0.567,120.077,176632,8
1lOe9qE0vR9zwWQAOk6CoO,0.745,0.642,-6.257,0.287,0.0204,0.0,0.0658,0.226,179.974,131240,0
6ya8ejoKgw906Y8LWclqrp,0.671,0.833,-5.152,0.395,0.0825,0.0,0.0726,0.702,79.351,233278,8
73xjJ1TIE6WP3HNKczQE4F,0.925,0.322,-9.8,0.112,0.103,0.0,0.137,0.712,129.957,170233,1
7FGdjbZ32vMybPuP0IuE7d,0.759,0.538,-8.256,0.384,0.151,0.0,0.126,0.831,146.933,184490,0
2JvzF1RMd7lE3KmFlsyZD8,0.837,0.364,-11.713,0.276,0.149,0.0,0.271,0.463,123.984,213594,8
6nO3tr47nr2P7f3hXb8JIo,0.642,0.782,-3.395,0.0477,0.381,0.0,0.108,0.396,162.005,195053,4
6uFn47ACjqYkc0jADwEdj1,0.772,0.639,-7.119,0.467,0.15,0.0,0.0698,0.261,168.112,166560,0
0S0vWvyZ6Rc79TXkWxT9QA,0.534,0.583,-8.672,0.0288,0.0262,0.0,0.421,0.145,106.0,231547,9
74lnM5V6ecvoTPV0fvptx9,0.808,0.617,-9.32,0.442,0.113,0.0,0.734,0.632,149.962,166400,7
1M6SuEJZJkZf2S419vIPkB,0.931,0.387,-9.127,0.412,0.088,0.0,0.136,0.375,125.978,179405,8
1Y5Jvi3eLi4Chwqch9GMem,0.825,0.414,-6.634,0.144,0.00265,0.0,0.357,0.106,72.993,200548,9
285pBltuF7vW8TeWk8hdRR,0.511,0.566,-7.23,0.2,0.349,0.0,0.34,0.218,83.903,239836,9
1C8ux1YWLMHCenYJFiIV4Z,0.883,0.808,-3.158,0.182,0.0313,0.0,0.207,0.806,119.01,232065,5
3wdnX9UwfyXkNq0FJVhQQD,0.943,0.443,-10.098,0.138,0.188,0.00225,0.282,0.621,109.908,183307,1
40yJGQyEaBbIkXpwMFkXip,0.764,0.475,-12.618,0.114,0.345,0.0,0.14,0.34,129.974,243270,9
1nX9KhK3Fff27SnrIor2Yb,0.796,0.5,-7.21,0.425,0.118,0.0,0.155,0.227,75.012,255560,8
1wJRveJZLSb1rjhnUHQiv6,0.581,0.662,-5.239,0.303,0.0153,0.0,0.111,0.434,93.023,189487,8
4qKcDkK6siZ7Jp1Jb4m0aL,0.922,0.581,-7.495,0.27,0.00104,5.86e-05,0.105,0.595,140.022,181263,0
6xbraxG0bSBOuAr5IUXmtM,0.723,0.654,-6.82,0.298,0.384,0.0,0.384,0.675,149.949,252240,0
3j84U36KvLeXNDPv4t5pI8,0.682,0.559,-5.545,0.127,0.174,0.0,0.344,0.137,202.015,192471,0
25oOaleife6E2MIKmFkPvg,0.842,0.597,-6.336,0.0627,0.00252,0.0,0.124,0.298,145.992,215307,9
1Z0cZI0UzNbP9L8MzzGxqf,0.867,0.744,-5.171,0.227,0.268,0.0,0.0713,0.645,84.005,173288,8
4XvcHTUfIlWfyJTRG0aqlo,0.829,0.512,-5.865,0.187,0.492,0.0,0.12,0.638,80.511,123987,8
6Gg1gjgKi2AK4e0qzsR7sd,0.474,0.631,-5.884,0.343,0.0687,0.0,0.132,0.425,180.051,189323,0
0WSEq9Ko4kFPt8yo3ICd6T,0.798,0.545,-6.466,0.168,0.00904,9.48e-05,0.258,0.212,118.029,226653,9
59nOXPmaKlBfGMDeOVGrIK,0.463,0.642,-4.474,0.34,0.314,0.0,0.0686,0.339,83.389,189893,8
3oDkdAySo1VQQG0ptV7uwa,0.665,0.651,-5.515,0.156,0.0414,0.0,0.0896,0.237,163.935,175755,0
5GBuCHuPKx6UC7VsSPK0t3,0.906,0.382,-12.89,0.269,0.18,0.0,0.113,0.391,104.025,129264,8
7KyTq7H5f3Oavmuo9TX6QK,0.664,0.704,-6.859,0.0974,0.0233,0.0,0.112,0.633,147.067,196336,5
1jk9c0gZI0wbn5GvAj7PBV,0.667,0.581,-5.164,0.323,0.0428,0.0,0.183,0.368,110.953,230693,8
4Iy73U3ZqfhF1cxPDRSMKp,0.793,0.366,-10.051,0.136,0.0214,0.0,0.0964,0.278,122.991,159522,9
4S8d14HvHb70ImctNgVzQQ,0.901,0.522,-8.304,0.33,0.0114,0.0,0.259,0.329,104.053,127947,8
27NovPIUIRrOZoCHxABJwK,0.736,0.704,-7.409,0.0615,0.0203,0.0,0.0501,0.894,149.995,212000,5
7eBqSVxrzQZtK2mmgRG6lC,0.759,0.73,-7.985,0.0516,0.145,3.06e-06,0.11,0.74,115.007,268434,5
2cYqizR4lgvp4Qu6IQ3qGN,0.763,0.628,-5.85,0.05,0.0531,0.0,0.114,0.193,140.958,190557,9
4Q3N4Ct4zCuIHuZ65E3BD4,0.497,0.489,-7.724,0.294,0.0576,9.91e-05,0.122,0.231,171.853,268187,0
3wGXyJGsCf1myH5MooQIqE,0.766,0.606,-6.064,0.456,0.00266,0.0,0.166,0.352,160.223,140000,0
0k1WUmIRnG3xU6fvvDVfRG,0.803,0.597,-6.035,0.141,0.000619,4.5e-06,0.323,0.331,136.008,257605,9
6mapJIPnQ23RTAevUoE0DL,0.681,0.314,-9.319,0.0581,0.2,9.82e-06,0.1,0.166,139.992,208120,9
5gQcxYXqnofyocKgEbGYKt,0.864,0.664,-7.315,0.104,0.0476,0.0,0.0863,0.381,94.932,99108,9
6V7g6qM8wheMivMWrzbPTM,0.792,0.743,-2.806,0.0851,0.107,0.0,0.183,0.742,150.024,195637,5
65OVbaJR5O1RmwOQx0875b,0.578,0.449,-6.349,0.286,0.0618,2.17e-06,0.119,0.1,136.006,192956,0
4HbiCvH1R7mVOJ7KY7JQBD,0.66,0.775,-4.926,0.172,0.0553,0.0,0.129,0.635,157.036,157643,0
2BJSMvOGABRxokHKB0OI8i,0.673,0.649,-8.433,0.196,0.188,0.0,0.122,0.47,153.075,153800,0
7zLYKWcXnYeHHWidalz7rj,0.699,0.558,-7.622,0.0603,0.462,0.0,0.116,0.493,79.992,165000,9
2DQ1ITjI0YoLFzuADN1ZBW,0.838,0.771,-3.791,0.244,0.0117,0.0,0.0853,0.405,175.957,245387,0
4X5f3vT8MRuXF68pfjNte5,0.853,0.693,-6.87,0.275,0.0239,0.0,0.11,0.662,95.967,233787,8
6fujklziTHa8uoM5OQSfIo,0.794,0.632,-6.163,0.0649,0.142,0.0,0.128,0.355,145.926,291893,9
4gmmRb6bZJffOOiww1JGTO,0.906,0.444,-8.692,0.384,0.136,6.44e-05,0.173,0.678,140.063,235040,8
7hxHWCCAIIxFLCzvDgnQHX,0.8,0.658,-6.142,0.079,0.25,0.0,0.111,0.462,140.042,195429,9
5GLW3IBX8Nhsup4bBLyGxa,0.642,0.54,-7.002,0.0761,0.0222,0.0,0.303,0.579,143.941,149360,9
7oJrVhiTPZGBXWPwhxjy9S,0.718,0.767,-5.641,0.166,0.138,0.0,0.114,0.519,160.084,156000,0
1wHZx0LgzFHyeIZkUydNXq,0.713,0.526,-5.046,0.032,0.00767,0.000148,0.124,0.131,131.05,262693,9
6n4U3TlzUGhdSFbUUhTvLP,0.907,0.633,-5.145,0.184,0.0876,2.6e-06,0.106,0.395,145.914,276147,0
0e7ipj03S05BNilyu5bRzt,0.585,0.52,-6.136,0.0712,0.124,7.01e-05,0.131,0.129,159.801,218147,4
7EcE5yCPVZaZut1JqowbcI,0.849,0.755,-7.4,0.363,0.346,0.0,0.0564,0.393,144.188,206655,0
0PvFJmanyNQMseIFrU708S,0.823,0.586,-6.606,0.2,0.114,0.0,0.193,0.347,125.971,190476,9
3ee8Jmje8o58CHK66QrVC2,0.74,0.613,-4.88,0.145,0.258,0.00372,0.123,0.473,75.023,166606,9
0ESJlaM8CE1jRWaNtwSNj8,0.743,0.571,-6.054,0.145,0.24,0.0,0.291,0.495,119.054,213863,9
7iHHxY2NLlJRAmlAmC4ahQ,0.748,0.648,-6.445,0.0816,0.484,0.0,0.126,0.726,139.952,123560,1
6Hfu9sc7jvv6coyy2LlzBF,0.587,0.561,-6.569,0.146,0.0466,0.0,0.109,0.351,80.009,243187,9
44sYqNBttbXNxya33FJ3Dj,0.787,0.713,-5.252,0.401,0.0849,0.0,0.717,0.761,175.046,148759,7
7FYH5AW3bVfZHJIQpq3UOA,0.824,0.733,-5.474,0.0613,0.0362,0.0,0.325,0.395,97.972,284387,9
29ZXwWOOLz9t5fa3eT3i7T,0.932,0.547,-7.787,0.333,0.0388,0.0,0.0924,0.695,94.998,176640,8
1VLtjHwRWOVJiE5Py7JxoQ,0.832,0.534,-7.813,0.253,0.345,0.0,0.165,0.116,93.924,132833,8
3kBD2xHIqKWXjLAGidDTSz,0.602,0.762,-6.149,0.0347,0.0498,0.00819,0.121,0.113,92.02,159987,9
2bjwRfXMk4uRgOD9IBYl9h,0.925,0.443,-8.216,0.264,0.0172,0.0,0.276,0.35,136.078,236615,0
1TkWsnheqK0gBtvh07BtNX,0.858,0.697,-5.361,0.23,0.114,0.0,0.224,0.364,98.013,290836,8
2BITQ360Knh6qNAOqR7Dyq,0.584,0.859,-5.616,0.121,0.0144,0.0,0.847,0.369,77.005,236883,7
4IWGnyOHDrVZEtPWfs4s7q,0.681,0.701,-6.336,0.0767,0.106,0.0,0.208,0.398,139.952,175203,9
5eqK0tbzUPo2SoeZsov04s,0.884,0.347,-8.227,0.35,0.015,7e-06,0.0871,0.376,75.016,220307,8
4SYUUlkScpNR1QvPscXf8t,0.602,0.635,-6.526,0.052,0.271,3.2e-05,0.0829,0.225,123.05,237147,9
0M9ydKzuF3oZTfYYPfaGX1,0.926,0.666,-5.314,0.244,0.0611,0.0,0.123,0.168,127.079,343150,9
0AICBlLzFCTpUqmAbtzB2z,0.659,0.614,-7.32,0.0541,0.000404,0.0,0.123,0.26,119.405,143969,9
2gZUPNdnz5Y45eiGxpHGSc,0.542,0.914,-4.747,0.113,0.0161,0.0,0.744,0.576,153.993,292093,7
22An65gG31JLf9n18qjdhZ,0.78,0.492,-3.4,0.0671,0.0643,0.0313,0.174,0.374,143.983,94246,9
60SdxE8apGAxMiRrpbmLY0,0.876,0.786,-4.884,0.306,0.0627,0.0,0.127,0.575,153.068,244679,0
7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,-5.804,0.04,0.331,0.0,0.135,0.341,145.038,231267,9
2EgB4n6XyBsuNUbuarr4eG,0.884,0.698,-9.101,0.364,0.0405,0.0,0.195,0.575,140.068,191938,0
1t9WgS8FN0534tLBRwbaxO,0.719,0.648,-7.6,0.125,0.2,0.0,0.127,0.66,140.201,123263,5
5YEOzOojehCqxGQCcQiyR4,0.576,0.766,-4.943,0.449,0.028,1.68e-06,0.366,0.236,144.833,246761,0
7xVLFuuYdAvcTfcP3IG3dS,0.841,0.733,-5.077,0.142,0.0246,0.0,0.174,0.284,130.009,283693,9
0ZLuW8uOXdFNWcI40C0OC2,0.904,0.723,-5.224,0.26,0.0631,0.0,0.185,0.835,145.013,227478,0
2oHM9KAdFdFvDCaE4V6RST,0.82,0.47,-7.181,0.0458,0.00435,0.0,0.141,0.313,132.003,280173,9
7xQAfvXzm3AkraOtGPWIZg,0.829,0.539,-7.359,0.208,0.136,1.78e-06,0.103,0.388,99.96,149547,8
1SC5rEoYDGUK4NfG82494W,0.593,0.503,-6.725,0.22,0.293,0.0,0.405,0.71,178.781,137704,0
0wbnC9AUenxp613TYaJsGK,0.936,0.585,-6.914,0.125,0.0142,0.0,0.132,0.242,124.991,255379,9
1h6kgem1ai8vUgO1rZOwfB,0.742,0.844,-4.622,0.0479,0.000634,0.0,0.0659,0.416,131.986,293840,4
7AQim7LbvFVZJE3O8TYgf2,0.797,0.533,-9.74,0.0412,0.0172,0.000152,0.103,0.329,131.036,146520,9
7floNISpH8VF4z4459Qo18,0.763,0.726,-6.405,0.282,0.259,0.0,0.0976,0.349,139.059,126346,0
431dK0LJEvFi2KtmSK5HPX,0.888,0.43,-6.728,0.588,0.0785,1.58e-06,0.132,0.45,120.083,160013,8
1xzBco0xcoJEDXktl7Jxrr,0.729,0.625,-5.266,0.0315,0.194,0.00986,0.248,0.261,146.034,183907,9
0B8QzDH7YWih85V5SEMnyJ,0.795,0.568,-7.817,0.142,0.0541,0.0,0.108,0.478,136.173,198944,9
40oKW22ZNNkEdZLJTScaQI,0.747,0.524,-6.807,0.245,0.0306,0.0,0.2,0.363,140.053,213132,0
0dSIrRkA4PadGll16TgbnV,0.921,0.467,-8.443,0.119,0.0149,0.000238,0.334,0.287,135.995,191252,9
72UCHNyJcymw81x0AKevho,0.831,0.47,-7.48,0.425,0.0371,0.0,0.144,0.339,75.474,242307,8
6fwdbPMwP1zVStm8FybmkO,0.835,0.413,-9.81,0.396,0.373,0.00133,0.101,0.111,149.004,258880,0
5uDASfU19gDxSjW8cnCaBp,0.886,0.427,-10.028,0.145,0.0312,0.00099,0.0906,0.23,108.034,177184,9
7EoSDrwBPUBeBEORrpvgko,0.816,0.245,-15.617,0.414,0.616,0.000813,0.127,0.187,140.04,138936,8
0nbXyq5TXYPCO7pr3N8S4I,0.896,0.586,-6.687,0.0559,0.104,0.0,0.79,0.642,116.971,196653,7
2L8cFPItBljPNJgPjTnuIf,0.925,0.518,-5.831,0.106,0.00433,0.0,0.0976,0.241,120.064,231067,9
3s4mrPrEFFPF0LmAfutW0n,0.784,0.517,-8.981,0.209,0.0249,1.44e-06,0.155,0.206,97.991,200187,9
0sVcnEo2jnUnr3p7uVDZ9o,0.828,0.795,-6.188,0.26,0.228,0.0,0.307,0.739,160.099,96064,0
0TBgMKD86t1VP3IzhxCoUl,0.92,0.675,-5.661,0.263,0.307,0.0,0.104,0.749,141.967,304041,0
6vN77lE9LK6HP2DewaN6HZ,0.963,0.346,-9.309,0.53,0.0355,0.0,0.108,0.562,119.957,142273,8
4GXl8l1MfZPf2GvpyRPJBf,0.706,0.716,-4.263,0.0768,0.115,0.0,0.316,0.459,136.904,252263,9
2Vc6NJ9PW9gD9q343XFRKx,0.831,0.814,-7.364,0.42,0.0598,0.0134,0.0556,0.389,156.985,124539,0
5yY9lUy8nbvjM1Uyo1Uqoc,0.676,0.609,-5.831,0.481,0.0706,0.0,0.152,0.508,142.037,237735,0
6DCZcSspjsKoFjzjrWoCdn,0.754,0.449,-9.211,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,7
6HZILIRieu8S0iqY8kIKhj,0.638,0.523,-6.664,0.357,0.00454,0.0,0.0842,0.422,139.913,185947,0
5ry2OE6R2zPQFDO85XkgRb,0.831,0.502,-4.045,0.046,0.101,0.0,0.122,0.101,100.541,205427,9
7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0.0,0.101,0.497,89.977,181733,9
4scpF6J5uMBvoh6sFB7EL1,0.891,0.486,-7.803,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,200080,9
51rXHuKN8Loc4sUlKPODgH,0.645,0.705,-5.008,0.299,0.000813,0.0,0.128,0.376,137.133,229670,0
0j2T0R9dR9qdJYsB7ciXhf,0.617,0.717,-7.858,0.153,0.00564,0.0,0.408,0.49,103.992,311867,7
0t3ZvGKlmYmVsDzBJAXK8C,0.548,0.653,-3.875,0.081,0.456,0.0,0.103,0.163,150.068,174853,4
3ZhTT6yjZwpPph5MIJ53XY,0.691,0.683,-7.335,0.0954,0.547,0.0,0.221,0.456,140.002,262544,9
0uuE2usj5bvRqfKlfOu1NZ,0.867,0.618,-6.936,0.102,0.185,0.00011,0.314,0.191,120.969,233294,9
0JP9xo3adEtGSdUEISiszL,0.921,0.537,-5.723,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,1
